"TIME","GEO","UNIT","S_ADJ","INDIC","Value","Flag and Footnotes"
"2015M04","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Males","9.1",""
"2015M04","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Females","9.5",""
"2015M05","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total","10.3",""
"2015M05","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Males","10.3",""
"2015M05","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Females","10.2",""
"2015M05","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Total","22.1",""
"2015M05","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Males","22.5",""
"2015M05","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Females","21.5",""
"2015M05","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Total","9.1",""
"2015M05","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Males","9.1",""
"2015M05","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Females","9.2",""
"2015M05","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Total","10.4",""
"2015M05","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Males","10.3",""
"2015M05","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Females","10.5",""
"2015M05","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Total","22.2",""
"2015M05","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Males","22.5",""
"2015M05","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Females","21.8",""
"2015M05","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Total","9.2",""
"2015M05","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Males","9.1",""
"2015M05","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Females","9.4",""
"2015M06","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total","10.1",""
"2015M06","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Males","9.9",""
"2015M06","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Females","10.2",""
"2015M06","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Total","22.0",""
"2015M06","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Males","22.4",""
"2015M06","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Females","21.6",""
"2015M06","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Total","8.9",""
"2015M06","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Males","8.7",""
"2015M06","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Females","9.1",""
